f 1m 1f 2m 2f 3m 3f 4m 4f 5m 5f 6m 6f 7m 7f 8m 8f 9m 9f 10m 10f 11m 11f jL0200m jL0200f jL0110m jL0110f jL0800m jL0800f jV0300m jV0300f jV1000m jV1000f jV0700m jV0700f jV1100m jV1100f jV0900m jV0900f 
770 9.9988 -0.886969 4.35513 64.1821 10 -0 9.15391 23.7387 3.65784 66.4798 9.75108 -12.8106 10 -0 3.99593 42.741 10 -0 10 -0 10 -0 0.000900182 -25.8179 0.00099988 179.113 0.000825938 -47.259 0.000900182 154.182 0.00099988 179.113 0.00221728 -102.811 0.000915391 -156.261 0.000756789 159.001
780 9.99877 -0.898486 4.40079 63.8911 10 -0 9.17286 23.4675 3.68481 65.7607 9.74482 -12.9714 10 -0 4.01708 42.2932 10 -0 10 -0 10 -0 0.000897959 -26.1089 0.000999877 179.102 0.000819665 -47.7068 0.000897959 153.891 0.000999877 179.102 0.00224464 -102.971 0.000917286 -156.533 0.000753043 158.963
790 9.99874 -0.910003 4.44612 63.6015 10 -0 9.19121 23.202 3.71108 65.0552 9.7385 -13.1319 10 -0 4.03764 41.8531 10 -0 10 -0 10 -0 0.000895723 -26.3985 0.000999874 179.09 0.000813431 -48.1469 0.000895723 153.602 0.000999874 179.09 0.00227194 -103.132 0.000919121 -156.798 0.000749355 158.93
800 9.99871 -0.921521 4.4911 63.3134 10 -0 9.20899 22.9422 3.73666 64.3629 9.7321 -13.2923 10 -0 4.05763 41.4207 10 -0 10 -0 10 -0 0.000893476 -26.6866 0.000999871 179.078 0.000807239 -48.5793 0.000893476 153.313 0.000999871 179.078 0.00229919 -103.292 0.000920899 -157.058 0.000745723 158.901
810 9.99867 -0.933038 4.53575 63.0267 10 -0 9.2262 22.6878 3.76158 63.6836 9.72563 -13.4524 10 -0 4.07706 40.9958 10 -0 10 -0 10 -0 0.000891218 -26.9733 0.000999867 179.067 0.000801092 -49.0042 0.000891218 153.027 0.000999867 179.067 0.00232638 -103.452 0.00092262 -157.312 0.00074215 158.876
820 9.99864 -0.944554 4.58006 62.7415 10 -0 9.24289 22.4387 3.78585 63.017 9.7191 -13.6124 10 -0 4.09596 40.5783 10 -0 10 -0 10 -0 0.000888949 -27.2585 0.000999864 179.055 0.000794991 -49.4217 0.000888949 152.742 0.000999864 179.055 0.00235352 -103.612 0.000924289 -157.561 0.000738633 158.856
830 9.99861 -0.956071 4.62402 62.4578 10 -0 9.25905 22.1947 3.80949 62.3627 9.7125 -13.7721 10 -0 4.11434 40.168 10 -0 10 -0 10 -0 0.00088667 -27.5422 0.000999861 179.044 0.000788937 -49.832 0.00088667 152.458 0.000999861 179.044 0.0023806 -103.772 0.000925905 -157.805 0.000735172 158.839
840 9.99857 -0.967588 4.66765 62.1755 10 -0 9.27473 21.9557 3.83252 61.7205 9.70584 -13.9316 10 -0 4.13221 39.7648 10 -0 10 -0 10 -0 0.000884381 -27.8245 0.000999857 179.032 0.000782931 -50.2352 0.000884381 152.175 0.000999857 179.032 0.00240763 -103.932 0.000927473 -158.044 0.000731768 158.826
850 9.99854 -0.979105 4.71095 61.8946 10 -0 9.28993 21.7216 3.85495 61.0901 9.69911 -14.0909 10 -0 4.1496 39.3685 10 -0 10 -0 10 -0 0.000882083 -28.1054 0.000999854 179.021 0.000776976 -50.6315 0.000882083 151.895 0.000999854 179.021 0.0024346 -104.091 0.000928993 -158.278 0.00072842 158.817
860 9.99851 -0.990621 4.7539 61.6153 10 -0 9.30468 21.4922 3.87681 60.4712 9.69231 -14.2499 10 -0 4.16652 38.979 10 -0 10 -0 10 -0 0.000879775 -28.3847 0.000999851 179.009 0.000771072 -51.021 0.000879775 151.615 0.000999851 179.009 0.00246152 -104.25 0.000930468 -158.508 0.000725126 158.811
870 9.99847 -1.00214 4.79652 61.3373 10 -0 9.31898 21.2673 3.89811 59.8635 9.68545 -14.4088 10 -0 4.18298 38.5962 10 -0 10 -0 10 -0 0.000877459 -28.6627 0.000999847 178.998 0.00076522 -51.4038 0.000877459 151.337 0.000999847 178.998 0.00248838 -104.409 0.000931898 -158.733 0.000721888 158.809
880 9.99844 -1.01365 4.8388 61.0609 10 -0 9.33287 21.0469 3.91886 59.2669 9.67853 -14.5674 10 -0 4.19899 38.2199 10 -0 10 -0 10 -0 0.000875135 -28.9391 0.000999844 178.986 0.000759421 -51.7801 0.000875135 151.061 0.000999844 178.986 0.00251518 -104.567 0.000933287 -158.953 0.000718703 158.81
890 9.9984 -1.02517 4.88074 60.7859 10 -0 9.34634 20.8308 3.93909 58.6809 9.67154 -14.7258 10 -0 4.21458 37.8501 10 -0 10 -0 10 -0 0.000872802 -29.2141 0.00099984 178.975 0.000753676 -52.1499 0.000872802 150.786 0.00099984 178.975 0.00254193 -104.726 0.000934634 -159.169 0.000715573 158.814
900 9.99836 -1.03669 4.92235 60.5124 10 -0 9.35943 20.619 3.95881 58.1054 9.66448 -14.8839 10 -0 4.22975 37.4865 10 -0 10 -0 10 -0 0.000870462 -29.4876 0.000999836 178.963 0.000747984 -52.5135 0.000870462 150.512 0.000999836 178.963 0.00256861 -104.884 0.000935943 -159.381 0.000712495 158.821
910 9.99833 -1.0482 4.96362 60.2404 10 -0 9.37214 20.4111 3.97802 57.5402 9.65737 -15.0418 10 -0 4.24452 37.129 10 -0 10 -0 10 -0 0.000868115 -29.7596 0.000999833 178.952 0.000742348 -52.871 0.000868115 150.24 0.000999833 178.952 0.00259524 -105.042 0.000937214 -159.589 0.00070947 158.831
920 9.99829 -1.05972 5.00456 59.9698 10 -0 9.38449 20.2073 3.99676 56.9849 9.65019 -15.1995 10 -0 4.2589 36.7776 10 -0 10 -0 10 -0 0.000865762 -30.0302 0.000999829 178.94 0.000736766 -53.2224 0.000865762 149.97 0.000999829 178.94 0.00262181 -105.2 0.000938449 -159.793 0.000706496 158.844
930 9.99825 -1.07124 5.04517 59.7007 10 -0 9.39649 20.0074 4.01503 56.4394 9.64295 -15.357 10 -0 4.2729 36.4321 10 -0 10 -0 10 -0 0.000863402 -30.2993 0.000999825 178.929 0.00073124 -53.5679 0.000863402 149.701 0.000999825 178.929 0.00264832 -105.357 0.000939649 -159.993 0.000703573 158.859
940 9.99821 -1.08275 5.08544 59.4331 10 -0 9.40815 19.8112 4.03284 55.9035 9.63564 -15.5142 10 -0 4.28654 36.0923 10 -0 10 -0 10 -0 0.000861036 -30.5669 0.000999821 178.917 0.000725769 -53.9077 0.000861036 149.433 0.000999821 178.917 0.00267477 -105.514 0.000940815 -160.189 0.0007007 158.877
950 9.99818 -1.09427 5.12539 59.1669 10 -0 9.41948 19.6186 4.05021 55.3768 9.62828 -15.6712 10 -0 4.29982 35.7582 10 -0 10 -0 10 -0 0.000858664 -30.8331 0.000999818 178.906 0.000720355 -54.2418 0.000858664 149.167 0.000999818 178.906 0.00270116 -105.671 0.000941948 -160.381 0.000697877 158.897
960 9.99814 -1.10578 5.165 58.9022 10 -0 9.43051 19.4296 4.06715 54.8593 9.62085 -15.8279 10 -0 4.31275 35.4296 10 -0 10 -0 10 -0 0.000856287 -31.0978 0.000999814 178.894 0.000714996 -54.5704 0.000856287 148.902 0.000999814 178.894 0.00272749 -105.828 0.000943051 -160.57 0.000695103 158.92
970 9.9981 -1.1173 5.20429 58.639 10 -0 9.44123 19.2441 4.08367 54.3506 9.61337 -15.9844 10 -0 4.32536 35.1065 10 -0 10 -0 10 -0 0.000853905 -31.361 0.00099981 178.883 0.000709693 -54.8935 0.000853905 148.639 0.00099981 178.883 0.00275375 -105.984 0.000944123 -160.756 0.000692377 158.945
980 9.99806 -1.12881 5.24324 58.3772 10 -0 9.45166 19.062 4.09979 53.8506 9.60582 -16.1406 10 -0 4.33764 34.7886 10 -0 10 -0 10 -0 0.000851519 -31.6228 0.000999806 178.871 0.000704446 -55.2114 0.000851519 148.377 0.000999806 178.871 0.00277996 -106.141 0.000945166 -160.938 0.000689698 158.972
990 9.99802 -1.14033 5.28187 58.1169 10 -0 9.46181 18.8832 4.11552 53.3591 9.59822 -16.2966 10 -0 4.34961 34.476 10 -0 10 -0 10 -0 0.000849128 -31.8831 0.000999802 178.86 0.000699255 -55.524 0.000849128 148.117 0.000999802 178.86 0.0028061 -106.297 0.000946181 -161.117 0.000687065 159.001
1000 9.99798 -1.15184 5.32018 57.8581 10 -0 9.47168 18.7075 4.13087 52.8759 9.59055 -16.4524 10 -0 4.36128 34.1684 10 -0 10 -0 10 -0 0.000846733 -32.1419 0.000999798 178.848 0.000694119 -55.8316 0.000846733 147.858 0.000999798 178.848 0.00283218 -106.452 0.000947168 -161.292 0.000684479 159.032
1010 9.99794 -1.16336 5.35816 57.6007 10 -0 9.4813 18.535 4.14584 52.4008 9.58283 -16.6079 10 -0 4.37265 33.8658 10 -0 10 -0 10 -0 0.000844335 -32.3993 0.000999794 178.837 0.000689039 -56.1342 0.000844335 147.601 0.000999794 178.837 0.0028582 -106.608 0.00094813 -161.465 0.000681937 159.065
1020 9.9979 -1.17488 5.39582 57.3448 10 -0 9.49066 18.3655 4.16046 51.9336 9.57505 -16.7631 10 -0 4.38374 33.5681 10 -0 10 -0 10 -0 0.000841933 -32.6552 0.00099979 178.825 0.000684014 -56.4319 0.000841933 147.345 0.00099979 178.825 0.00288416 -106.763 0.000949066 -161.634 0.00067944 159.099
1030 9.99786 -1.18639 5.43316 57.0903 10 -0 9.49977 18.199 4.17473 51.4741 9.56722 -16.9181 10 -0 4.39456 33.2751 10 -0 10 -0 10 -0 0.000839528 -32.9097 0.000999786 178.814 0.000679044 -56.7249 0.000839528 147.09 0.000999786 178.814 0.00291005 -106.918 0.000949977 -161.801 0.000676987 159.136
1040 9.99781 -1.19791 5.47018 56.8373 10 -0 9.50865 18.0354 4.18866 51.0222 9.55932 -17.0729 10 -0 4.40511 32.9868 10 -0 10 -0 10 -0 0.000837121 -33.1627 0.000999781 178.802 0.000674129 -57.0132 0.000837121 146.837 0.000999781 178.802 0.00293588 -107.073 0.000950865 -161.965 0.000674576 159.174
1050 9.99777 -1.20942 5.50688 56.5858 10 -0 9.5173 17.8746 4.20226 50.5777 9.55137 -17.2274 10 -0 4.41539 32.7031 10 -0 10 -0 10 -0 0.000834711 -33.4142 0.000999777 178.791 0.000669268 -57.2969 0.000834711 146.586 0.000999777 178.791 0.00296164 -107.227 0.00095173 -162.125 0.000672207 159.213
1060 9.99773 -1.22094 5.54326 56.3357 10 -0 9.52573 17.7166 4.21555 50.1405 9.54336 -17.3816 10 -0 4.42543 32.4239 10 -0 10 -0 10 -0 0.0008323 -33.6643 0.000999773 178.779 0.000664461 -57.5761 0.0008323 146.336 0.000999773 178.779 0.00298734 -107.382 0.000952573 -162.283 0.00066988 159.255
1070 9.99769 -1.23245 5.57933 56.087 10 -0 9.53395 17.5612 4.22852 49.7103 9.5353 -17.5356 10 -0 4.43522 32.149 10 -0 10 -0 10 -0 0.000829886 -33.913 0.000999769 178.768 0.000659708 -57.851 0.000829886 146.087 0.000999769 178.768 0.00301298 -107.536 0.000953395 -162.439 0.000667593 159.297
1080 9.99764 -1.24396 5.61509 55.8398 10 -0 9.54196 17.4085 4.24119 49.2869 9.52718 -17.6893 10 -0 4.44478 31.8784 10 -0 10 -0 10 -0 0.000827471 -34.1602 0.000999764 178.756 0.000655008 -58.1216 0.000827471 145.84 0.000999764 178.756 0.00303855 -107.689 0.000954196 -162.591 0.000665346 159.341
1090 9.9976 -1.25548 5.65053 55.594 10 -0 9.54977 17.2583 4.25357 48.8704 9.51901 -17.8427 10 -0 4.45411 31.6121 10 -0 10 -0 10 -0 0.000825055 -34.406 0.00099976 178.745 0.00065036 -58.3879 0.000825055 145.594 0.00099976 178.745 0.00306405 -107.843 0.000954977 -162.742 0.000663139 159.386
1100 9.99756 -1.26699 5.68566 55.3497 10 -0 9.55738 17.1106 4.26566 48.4605 9.51079 -17.9959 10 -0 4.46321 31.3498 10 -0 10 -0 10 -0 0.000822637 -34.6503 0.000999756 178.733 0.000645765 -58.6502 0.000822637 145.35 0.000999756 178.733 0.00308949 -107.996 0.000955738 -162.889 0.000660969 159.433
1110 9.99751 -1.27851 5.72049 55.1068 10 -0 9.56481 16.9654 4.27748 48.057 9.50251 -18.1488 10 -0 4.4721 31.0916 10 -0 10 -0 10 -0 0.00082022 -34.8932 0.000999751 178.721 0.000641222 -58.9084 0.00082022 145.107 0.000999751 178.721 0.00311486 -108.149 0.000956481 -163.035 0.000658838 159.48
1120 9.99747 -1.29002 5.75501 54.8653 10 -0 9.57206 16.8225 4.28903 47.6598 9.49417 -18.3015 10 -0 4.48078 30.8373 10 -0 10 -0 10 -0 0.000817801 -35.1347 0.000999747 178.71 0.00063673 -59.1627 0.000817801 144.865 0.000999747 178.71 0.00314017 -108.301 0.000957206 -163.178 0.000656743 159.529
1130 9.99742 -1.30154 5.78922 54.6253 10 -0 9.57913 16.6819 4.30031 47.2689 9.48579 -18.4539 10 -0 4.48925 30.5869 10 -0 10 -0 10 -0 0.000815383 -35.3747 0.000999742 178.698 0.000632289 -59.4131 0.000815383 144.625 0.000999742 178.698 0.00316541 -108.454 0.000957913 -163.318 0.000654685 159.579
1140 9.99737 -1.31305 5.82313 54.3866 10 -0 9.58603 16.5436 4.31135 46.8839 9.47735 -18.606 10 -0 4.49753 30.3403 10 -0 10 -0 10 -0 0.000812965 -35.6134 0.000999737 178.687 0.000627899 -59.6597 0.000812965 144.387 0.000999737 178.687 0.00319058 -108.606 0.000958603 -163.456 0.000652662 159.629
1150 9.99733 -1.32456 5.85674 54.1494 10 -0 9.59277 16.4075 4.32213 46.5049 9.46886 -18.7578 10 -0 4.50562 30.0974 10 -0 10 -0 10 -0 0.000810547 -35.8506 0.000999733 178.675 0.000623558 -59.9026 0.000810547 144.149 0.000999733 178.675 0.00321568 -108.758 0.000959277 -163.592 0.000650674 159.681
1160 9.99728 -1.33608 5.89005 53.9136 10 -0 9.59935 16.2736 4.33268 46.1317 9.46032 -18.9094 10 -0 4.51352 29.8581 10 -0 10 -0 10 -0 0.00080813 -36.0864 0.000999728 178.664 0.000619266 -60.1419 0.00080813 143.914 0.000999728 178.664 0.00324072 -108.909 0.000959935 -163.726 0.000648721 159.734
1170 9.99723 -1.34759 5.92306 53.6792 10 -0 9.60577 16.1418 4.343 45.7642 9.45173 -19.0607 10 -0 4.52124 29.6224 10 -0 10 -0 10 -0 0.000805713 -36.3208 0.000999723 178.652 0.000615023 -60.3776 0.000805713 143.679 0.000999723 178.652 0.00326569 -109.061 0.000960577 -163.858 0.000646801 159.787
1180 9.99719 -1.35911 5.95578 53.4462 10 -0 9.61204 16.012 4.35308 45.4022 9.44309 -19.2117 10 -0 4.52878 29.3901 10 -0 10 -0 10 -0 0.000803298 -36.5538 0.000999719 178.641 0.000610829 -60.6099 0.000803298 143.446 0.000999719 178.641 0.00329059 -109.212 0.000961204 -163.988 0.000644914 159.841
1190 9.99714 -1.37062 5.9882 53.2146 10 -0 9.61816 15.8843 4.36295 45.0456 9.4344 -19.3624 10 -0 4.53616 29.1613 10 -0 10 -0 10 -0 0.000800884 -36.7854 0.000999714 178.629 0.000606682 -60.8387 0.000800884 143.215 0.000999714 178.629 0.00331542 -109.362 0.000961816 -164.116 0.00064306 159.896
1200 9.99709 -1.38213 6.02033 52.9844 10 -0 9.62415 15.7585 4.3726 44.6943 9.42566 -19.5129 10 -0 4.54336 28.9358 10 -0 10 -0 10 -0 0.000798471 -37.0156 0.000999709 178.618 0.000602582 -61.0642 0.000798471 142.984 0.000999709 178.618 0.00334019 -109.513 0.000962415 -164.241 0.000641237 159.952
1210 9.99704 -1.39365 6.05217 52.7555 10 -0 9.63 15.6347 4.38204 44.3483 9.41688 -19.6631 10 -0 4.55041 28.7136 10 -0 10 -0 10 -0 0.00079606 -37.2445 0.000999704 178.606 0.000598529 -61.2864 0.00079606 142.756 0.000999704 178.606 0.00336488 -109.663 0.000963 -164.365 0.000639446 160.008
1220 9.99699 -1.40516 6.08373 52.5281 10 -0 9.63571 15.5127 4.39129 44.0073 9.40804 -19.813 10 -0 4.5573 28.4946 10 -0 10 -0 10 -0 0.000793652 -37.4719 0.000999699 178.595 0.000594522 -61.5054 0.000793652 142.528 0.000999699 178.595 0.00338951 -109.813 0.000963571 -164.487 0.000637685 160.065
1230 9.99694 -1.41667 6.11499 52.302 10 -0 9.6413 15.3926 4.40033 43.6714 9.39916 -19.9626 10 -0 4.56404 28.2788 10 -0 10 -0 10 -0 0.000791245 -37.698 0.000999694 178.583 0.000590561 -61.7212 0.000791245 142.302 0.000999694 178.583 0.00341406 -109.963 0.00096413 -164.607 0.000635954 160.123
1240 9.99689 -1.42818 6.14598 52.0773 10 -0 9.64676 15.2743 4.40918 43.3403 9.39023 -20.1119 10 -0 4.57063 28.066 10 -0 10 -0 10 -0 0.000788841 -37.9227 0.000999689 178.572 0.000586644 -61.934 0.000788841 142.077 0.000999689 178.572 0.00343855 -110.112 0.000964676 -164.726 0.000634252 160.181
1250 9.99684 -1.4397 6.17668 51.854 10 -0 9.6521 15.1577 4.41784 43.014 9.38125 -20.261 10 -0 4.57708 27.8563 10 -0 10 -0 10 -0 0.000786439 -38.146 0.000999684 178.56 0.000582772 -62.1437 0.000786439 141.854 0.000999684 178.56 0.00346297 -110.261 0.00096521 -164.842 0.00063258 160.24
1260 9.99679 -1.45121 6.2071 51.632 10 -0 9.65732 15.0429 4.42632 42.6924 9.37223 -20.4097 10 -0 4.58339 27.6495 10 -0 10 -0 10 -0 0.00078404 -38.368 0.000999679 178.549 0.000578944 -62.3505 0.00078404 141.632 0.000999679 178.549 0.00348731 -110.41 0.000965732 -164.957 0.000630935 160.299
1270 9.99674 -1.46272 6.23724 51.4114 10 -0 9.66242 14.9298 4.43463 42.3754 9.36316 -20.5582 10 -0 4.58956 27.4456 10 -0 10 -0 10 -0 0.000781644 -38.5886 0.000999674 178.537 0.000575158 -62.5544 0.000781644 141.411 0.000999674 178.537 0.00351159 -110.558 0.000966242 -165.07 0.000629318 160.358
1280 9.99669 -1.47423 6.26711 51.1921 10 -0 9.66742 14.8183 4.44276 42.0629 9.35404 -20.7064 10 -0 4.5956 27.2446 10 -0 10 -0 10 -0 0.000779252 -38.8079 0.000999669 178.526 0.000571416 -62.7554 0.000779252 141.192 0.000999669 178.526 0.0035358 -110.706 0.000966742 -165.182 0.000627728 160.418
1290 9.99664 -1.48575 6.29671 50.9742 10 -0 9.6723 14.7084 4.45072 41.7548 9.34489 -20.8543 10 -0 4.60151 27.0464 10 -0 10 -0 10 -0 0.000776862 -39.0258 0.000999664 178.514 0.000567716 -62.9536 0.000776862 140.974 0.000999664 178.514 0.00355993 -110.854 0.00096723 -165.292 0.000626165 160.479
1300 9.99659 -1.49726 6.32603 50.7576 10 -0 9.67709 14.6001 4.45852 41.451 9.33568 -21.0019 10 -0 4.6073 26.8509 10 -0 10 -0 10 -0 0.000774476 -39.2424 0.000999659 178.503 0.000564057 -63.1491 0.000774476 140.758 0.000999659 178.503 0.00358399 -111.002 0.000967709 -165.4 0.000624628 160.54
1310 9.99653 -1.50877 6.35508 50.5423 10 -0 9.68177 14.4934 4.46616 41.1515 9.32644 -21.1492 10 -0 4.61296 26.6581 10 -0 10 -0 10 -0 0.000772094 -39.4577 0.000999653 178.491 0.00056044 -63.3419 0.000772094 140.542 0.000999653 178.491 0.00360799 -111.149 0.000968177 -165.507 0.000623116 160.601
1320 9.99648 -1.52028 6.38387 50.3284 10 -0 9.68635 14.3882 4.47365 40.8561 9.31715 -21.2963 10 -0 4.61851 26.4679 10 -0 10 -0 10 -0 0.000769716 -39.6716 0.000999648 178.48 0.000556863 -63.5321 0.000769716 140.328 0.000999648 178.48 0.00363191 -111.296 0.000968635 -165.612 0.00062163 160.662
1330 9.99643 -1.53179 6.41239 50.1157 10 -0 9.69083 14.2844 4.48098 40.5648 9.30782 -21.443 10 -0 4.62394 26.2804 10 -0 10 -0 10 -0 0.000767341 -39.8843 0.000999643 178.468 0.000553326 -63.7196 0.000767341 140.116 0.000999643 178.468 0.00365576 -111.443 0.000969083 -165.716 0.000620168 160.724
1340 9.99637 -1.54331 6.44065 49.9044 10 -0 9.69522 14.1821 4.48817 40.2774 9.29844 -21.5894 10 -0 4.62926 26.0953 10 -0 10 -0 10 -0 0.000764971 -40.0956 0.000999637 178.457 0.000549828 -63.9047 0.000764971 139.904 0.000999637 178.457 0.00367953 -111.589 0.000969522 -165.818 0.00061873 160.786
1350 9.99632 -1.55482 6.46864 49.6944 10 -0 9.69952 14.0813 4.49521 39.994 9.28903 -21.7356 10 -0 4.63447 25.9127 10 -0 10 -0 10 -0 0.000762605 -40.3056 0.000999632 178.445 0.000546369 -64.0873 0.000762605 139.694 0.000999632 178.445 0.00370324 -111.736 0.000969952 -165.919 0.000617316 160.848
1360 9.99626 -1.56633 6.49638 49.4857 10 -0 9.70372 13.9818 4.50211 39.7144 9.27957 -21.8814 10 -0 4.63957 25.7326 10 -0 10 -0 10 -0 0.000760244 -40.5143 0.000999626 178.434 0.000542949 -64.2674 0.000760244 139.486 0.000999626 178.434 0.00372687 -111.881 0.000970372 -166.018 0.000615925 160.91
1370 9.99621 -1.57784 6.52386 49.2782 10 -0 9.70785 13.8837 4.50888 39.4386 9.27007 -22.027 10 -0 4.64457 25.5549 10 -0 10 -0 10 -0 0.000757887 -40.7218 0.000999621 178.422 0.000539567 -64.4451 0.000757887 139.278 0.000999621 178.422 0.00375043 -112.027 0.000970785 -166.116 0.000614556 160.973
1380 9.99615 -1.58935 6.55109 49.0721 10 -0 9.71189 13.787 4.51551 39.1665 9.26054 -22.1722 10 -0 4.64947 25.3795 10 -0 10 -0 10 -0 0.000755535 -40.9279 0.000999615 178.411 0.000536222 -64.6205 0.000755535 139.072 0.000999615 178.411 0.00377392 -112.172 0.000971189 -166.213 0.00061321 161.036
1390 9.9961 -1.60086 6.57806 48.8672 10 -0 9.71584 13.6915 4.52202 38.8979 9.25096 -22.3172 10 -0 4.65427 25.2064 10 -0 10 -0 10 -0 0.000753187 -41.1328 0.00099961 178.399 0.000532914 -64.7936 0.000753187 138.867 0.00099961 178.399 0.00379734 -112.317 0.000971584 -166.308 0.000611886 161.098
1400 9.99604 -1.61237 6.60478 48.6637 10 -0 9.71972 13.5974 4.5284 38.633 9.24134 -22.4618 10 -0 4.65898 25.0356 10 -0 10 -0 10 -0 0.000750845 -41.3363 0.000999604 178.388 0.000529642 -64.9644 0.000750845 138.664 0.000999604 178.388 0.00382068 -112.462 0.000971972 -166.403 0.000610583 161.161
1410 9.99598 -1.62389 6.63125 48.4613 10 -0 9.72352 13.5045 4.53465 38.3715 9.23169 -22.6062 10 -0 4.66359 24.867 10 -0 10 -0 10 -0 0.000748508 -41.5387 0.000999598 178.376 0.000526407 -65.133 0.000748508 138.461 0.000999598 178.376 0.00384395 -112.606 0.000972352 -166.496 0.000609301 161.225
1420 9.99593 -1.6354 6.65748 48.2603 10 -0 9.72724 13.4128 4.54078 38.1134 9.22199 -22.7502 10 -0 4.66811 24.7006 10 -0 10 -0 10 -0 0.000746177 -41.7397 0.000999593 178.365 0.000523206 -65.2994 0.000746177 138.26 0.000999593 178.365 0.00386715 -112.75 0.000972724 -166.587 0.00060804 161.288
1430 9.99587 -1.64691 6.68346 48.0604 10 -0 9.73089 13.3224 4.5468 37.8586 9.21226 -22.894 10 -0 4.67254 24.5363 10 -0 10 -0 10 -0 0.00074385 -41.9396 0.000999587 178.353 0.000520041 -65.4637 0.00074385 138.06 0.000999587 178.353 0.00389027 -112.894 0.000973089 -166.678 0.000606799 161.351
1440 9.99581 -1.65842 6.7092 47.8619 10 -0 9.73447 13.2331 4.5527 37.6072 9.20249 -23.0374 10 -0 4.67689 24.3741 10 -0 10 -0 10 -0 0.00074153 -42.1381 0.000999581 178.342 0.00051691 -65.6259 0.00074153 137.862 0.000999581 178.342 0.00391332 -113.037 0.000973447 -166.767 0.000605578 161.414
1450 9.99575 -1.66993 6.7347 47.6645 10 -0 9.73797 13.145 4.55849 37.359 9.19269 -23.1806 10 -0 4.68115 24.2139 10 -0 10 -0 10 -0 0.000739214 -42.3355 0.000999575 178.33 0.000513813 -65.7861 0.000739214 137.665 0.000999575 178.33 0.0039363 -113.181 0.000973797 -166.855 0.000604376 161.478
1460 9.99569 -1.68144 6.75996 47.4684 10 -0 9.74141 13.0581 4.56418 37.1139 9.18285 -23.3234 10 -0 4.68533 24.0558 10 -0 10 -0 10 -0 0.000736905 -42.5316 0.000999569 178.319 0.000510749 -65.9442 0.000736905 137.468 0.000999569 178.319 0.0039592 -113.323 0.000974141 -166.942 0.000603193 161.541
1470 9.99564 -1.69295 6.78499 47.2736 10 -0 9.74479 12.9723 4.56975 36.872 9.17297 -23.4659 10 -0 4.68943 23.8997 10 -0 10 -0 10 -0 0.000734602 -42.7264 0.000999564 178.307 0.000507719 -66.1003 0.000734602 137.274 0.000999564 178.307 0.00398204 -113.466 0.000974479 -167.028 0.000602029 161.604
1480 9.99558 -1.70446 6.80978 47.0799 10 -0 9.7481 12.8876 4.57523 36.6331 9.16306 -23.6081 10 -0 4.69346 23.7455 10 -0 10 -0 10 -0 0.000732304 -42.9201 0.000999558 178.296 0.000504721 -66.2545 0.000732304 137.08 0.000999558 178.296 0.00400479 -113.608 0.00097481 -167.112 0.000600884 161.668
1490 9.99552 -1.71597 6.83434 46.8874 10 -0 9.75134 12.8039 4.5806 36.3972 9.15311 -23.75 10 -0 4.6974 23.5933 10 -0 10 -0 10 -0 0.000730013 -43.1126 0.000999552 178.284 0.000501755 -66.4067 0.000730013 136.887 0.000999552 178.284 0.00402747 -113.75 0.000975134 -167.196 0.000599756 161.731
1500 9.99546 -1.72748 6.85867 46.6962 10 -0 9.75452 12.7214 4.58587 36.1643 9.14313 -23.8916 10 -0 4.70127 23.4429 10 -0 10 -0 10 -0 0.000727727 -43.3038 0.000999546 178.273 0.000498821 -66.5571 0.000727727 136.696 0.000999546 178.273 0.00405008 -113.892 0.000975452 -167.279 0.000598646 161.794
1510 9.99539 -1.73899 6.88277 46.5061 10 -0 9.75765 12.6398 4.59104 35.9342 9.13311 -24.0329 10 -0 4.70507 23.2944 10 -0 10 -0 10 -0 0.000725448 -43.4939 0.000999539 178.261 0.000495918 -66.7056 0.000725448 136.506 0.000999539 178.261 0.00407262 -114.033 0.000975765 -167.36 0.000597553 161.858
1520 9.99533 -1.7505 6.90664 46.3173 10 -0 9.76071 12.5593 4.59613 35.707 9.12307 -24.1739 10 -0 4.7088 23.1477 10 -0 10 -0 10 -0 0.000723175 -43.6827 0.000999533 178.25 0.000493045 -66.8523 0.000723175 136.317 0.000999533 178.25 0.00409508 -114.174 0.000976071 -167.441 0.000596477 161.921
1530 9.99527 -1.762 6.9303 46.1296 10 -0 9.76372 12.4798 4.60111 35.4826 9.11298 -24.3146 10 -0 4.71246 23.0028 10 -0 10 -0 10 -0 0.000720909 -43.8704 0.000999527 178.238 0.000490203 -66.9972 0.000720909 136.13 0.000999527 178.238 0.00411746 -114.315 0.000976372 -167.52 0.000595418 161.984
